292.46,305.813,0.0318084,0.0135572,-0.00889598,-0.620509,0.784032
292.547,305.769,0.0480271,0.0185341,-0.0113519,-0.624271,0.780906
292.636,305.745,0.0636703,0.0133786,-0.00741353,-0.629479,0.776867
292.686,305.716,0.193329,0.0145893,-0.000758027,-0.630989,0.775654
292.682,305.651,0.118135,0.0155081,-0.00620737,-0.630667,0.775874
292.699,305.686,0.215079,-0.0128959,0.00358182,-0.63182,0.775
292.71,305.664,0.0750302,0.0183854,-0.0101456,-0.631133,0.775391
292.71,305.599,0.3546,0.00354178,0.0144997,-0.630555,0.776001
292.736,305.56,0.0792145,0.0173871,-0.00960659,-0.631272,0.775307
292.694,305.531,0.0750247,0.0225775,-0.012769,-0.629755,0.77636
292.766,305.418,0.449943,0.016616,0.00997352,-0.631035,0.775512
292.745,305.396,0.0924591,0.0149116,-0.00719943,-0.630488,0.776022
292.778,305.363,0.427548,0.015911,0.00543497,-0.631224,0.775418
292.764,305.349,0.0899135,0.0151555,-0.00761767,-0.631166,0.775462
292.732,305.353,0.338425,0.0184292,0.00506473,-0.629415,0.776834
292.688,305.362,0.0998502,0.0168982,-0.00790602,-0.628006,0.777985
292.707,305.391,0.208133,0.0135265,0.000893157,-0.629063,0.777236
292.704,305.378,0.0726396,0.0195282,-0.0101397,-0.6285,0.777498
292.725,305.394,0.0989624,0.0171309,-0.00823412,-0.629553,0.776725
292.692,305.411,0.144148,0.0081901,-0.00373726,-0.629526,0.776927
292.729,305.398,0.083556,0.0156262,-0.0082715,-0.630273,0.776172
292.824,305.43,0.0680856,0.0142174,-0.0093441,-0.635014,0.772313
292.788,305.432,0.0696117,0.014218,-0.00723612,-0.634305,0.772919
292.764,305.434,0.25134,0.00855399,0.000813196,-0.633393,0.773783
292.765,305.411,0.111639,0.0154611,-0.00661741,-0.63287,0.774075
292.752,305.429,0.328583,0.0253968,-0.00272652,-0.63058,0.775704
292.751,305.399,0.49089,0.0208949,0.0156015,-0.629756,0.776355
292.718,305.411,0.112163,0.012054,-0.00433593,-0.629136,0.77719
292.695,305.439,0.253478,0.00580018,-0.000115297,-0.628919,0.777449
292.706,305.457,0.112157,0.0182093,-0.00778342,-0.629596,0.776671
292.703,305.486,0.0816027,0.0163588,-0.00867763,-0.629844,0.776501
292.699,305.465,0.126663,0.0158253,-0.00587479,-0.629747,0.776617
292.685,305.442,0.0986883,0.019971,-0.00969259,-0.628981,0.777103
292.692,305.435,0.0739524,0.0152075,-0.00844001,-0.62998,0.776416
292.709,305.404,0.102313,0.0231975,-0.0114675,-0.628658,0.777251
292.768,305.326,0.526289,0.0269125,0.0181939,-0.629398,0.776404
292.698,305.345,0.0982297,0.0192365,-0.00940821,-0.628621,0.777417
292.698,305.372,0.232105,0.0185133,-0.00137793,-0.628387,0.777679
292.67,305.388,0.181257,0.010964,-0.000198134,-0.627809,0.77829
292.69,305.403,0.0936618,0.0170807,-0.00849686,-0.629947,0.776404
292.768,305.391,0.105549,0.0190613,-0.00901779,-0.632452,0.774312
292.702,305.383,0.109693,0.011961,-0.00589296,-0.630861,0.775782
292.75,305.454,0.0953994,0.0197002,-0.00974662,-0.631555,0.77502
292.763,305.455,0.406591,0.00115188,0.00323508,-0.632266,0.774744
292.789,305.502,0.349294,0.0257891,-0.00289472,-0.631978,0.774552
292.751,305.502,0.386189,0.0103615,0.0112713,-0.631434,0.775278
292.717,305.469,0.0716648,0.0216507,-0.0117625,-0.629963,0.776234
292.75,305.401,0.416914,0.0144159,0.0156648,-0.629621,0.776611
292.732,305.323,0.0926347,0.0196533,-0.00976872,-0.629444,0.776736
292.873,305.262,0.101603,0.0165084,-0.00780036,-0.636115,0.771378
292.946,305.218,0.488427,0.0230719,0.0144503,-0.637251,0.770175
292.932,305.171,0.163872,0.0139742,-0.00529249,-0.637465,0.770335
292.956,305.168,0.20144,-0.00482908,-0.005517,-0.639248,0.768966
293,305.105,0.0751855,0.0211334,-0.0112056,-0.636563,0.770854
292.998,305.064,0.526319,0.0178028,0.0179494,-0.637767,0.769815
292.976,305.004,0.095257,0.0197281,-0.0119003,-0.637778,0.769875
293.023,305.032,0.366951,-0.0069982,0.0128631,-0.64033,0.76796
293.019,304.962,0.10769,0.0124947,-0.00410558,-0.638795,0.769265
293.028,304.912,0.305625,0.0112175,0.00769569,-0.63904,0.769053
293,304.948,0.0923509,0.0120897,-0.00519261,-0.639653,0.768551
292.988,304.903,0.0574886,0.00686566,-0.00591732,-0.639479,0.768755
292.988,304.851,0.0775606,0.0138008,-0.0069106,-0.638977,0.769071
293.023,304.807,0.4405,0.0163415,0.0137953,-0.639764,0.768274
293.011,304.767,0.0998292,0.0106634,-0.00526603,-0.639856,0.768403
293.001,304.676,0.107351,0.0214405,-0.0114219,-0.639317,0.76856
293.05,304.685,0.582184,0.0285286,0.0219325,-0.639307,0.768109
293.053,304.64,0.10611,0.0082323,0.00183282,-0.64062,0.767811
293.043,304.527,0.100024,0.0164992,-0.00113122,-0.639873,0.768303
293.039,304.558,0.106877,0.0127005,0.00184394,-0.640353,0.767973
293.03,304.485,0.0625555,0.0175797,-0.00264084,-0.639701,0.768419
293.005,304.452,0.0412401,0.0086814,-0.00125476,-0.63976,0.768524
293.037,304.449,0.0784584,0.0187885,-0.00141084,-0.640281,0.767909
293.07,304.436,0.0477262,0.0143532,0.000730018,-0.642347,0.766279
293.047,304.381,0.0522754,0.0233996,-0.00564166,-0.64229,0.766084
293.145,304.401,0.0743458,0.0197378,-0.00110442,-0.643788,0.764948
293.095,304.358,0.0652401,0.0202288,-0.00123412,-0.641989,0.766446
292.989,304.291,0.108563,0.0190873,0.00105086,-0.637416,0.770283
