292.291,305.766,0,0,0,-0.614444,0.78896
292.291,305.766,0,0,0,-0.614443,0.788961
292.295,305.75,0,0,0,-0.614648,0.788802
292.299,305.733,0,0,0,-0.614802,0.788681
292.303,305.716,0,0,0,-0.614926,0.788585
292.308,305.7,0,0,0,-0.615029,0.788504
292.328,305.618,0,0,0,-0.615376,0.788234
292.344,305.555,0,0,0,-0.615376,0.788234
292.368,305.46,0,0,0,-0.615376,0.788234
292.387,305.382,0,0,0,-0.615376,0.788234
292.402,305.321,0,0,0,-0.615376,0.788234
292.426,305.229,0,0,0,-0.615376,0.788234
292.445,305.15,0,0,0,-0.615376,0.788234
292.461,305.087,0,0,0,-0.615376,0.788234
292.484,304.993,0,0,0,-0.615376,0.788234
292.5,304.932,0,0,0,-0.615376,0.788234
292.519,304.855,0,0,0,-0.615376,0.788234
292.541,304.768,0,0,0,-0.615376,0.788234
292.559,304.695,0,0,0,-0.615376,0.788234
292.578,304.62,0,0,0,-0.615376,0.788234
292.593,304.558,0,0,0,-0.615376,0.788234
292.618,304.459,0,0,0,-0.615376,0.788234
292.638,304.378,0,0,0,-0.615376,0.788234
292.658,304.299,0,0,0,-0.615376,0.788234
292.678,304.218,0,0,0,-0.615376,0.788234
292.699,304.136,0,0,0,-0.615376,0.788234
292.716,304.069,0,0,0,-0.615376,0.788234
292.741,303.969,0,0,0,-0.615376,0.788234
292.761,303.887,0,0,0,-0.615376,0.788234
292.782,303.804,0,0,0,-0.615376,0.788234
292.803,303.72,0,0,0,-0.615376,0.788234
292.824,303.634,0,0,0,-0.615376,0.788234
292.842,303.565,0,0,0,-0.615376,0.788234
292.863,303.479,0,0,0,-0.615376,0.788234
292.888,303.379,0,0,0,-0.615376,0.788234
292.908,303.299,0,0,0,-0.615376,0.788234
292.928,303.221,0,0,0,-0.615376,0.788234
292.948,303.141,0,0,0,-0.615376,0.788234
292.964,303.075,0,0,0,-0.615376,0.788234
292.989,302.975,0,0,0,-0.615376,0.788234
293.01,302.892,0,0,0,-0.615376,0.788234
293.046,302.749,0,0,0,-0.614883,0.788619
293.049,302.734,0,0,0,-0.614676,0.78878
293.069,302.659,0,0,0,-0.613242,0.789895
293.088,302.584,0,0,0,-0.611268,0.791424
293.13,302.431,0,0,0,-0.604292,0.796763
293.13,302.431,0,0,0,-0.604292,0.796763
293.151,302.355,0,0,0,-0.600979,0.799265
293.169,302.296,0,0,0,-0.598525,0.801104
